"Region, subregion, country or area *",Location code,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,,,,,,,,
Kazakhstan,398,20592.571,20843.755,21083.626,21316.177,21547.643,21777.015,22003.193,22227.041,22452.645,22679.378,22903.213,23125.952,23349.081,23571.238,23793.393,24017.887,24246.823,24477.622,24707.975,24941.02,25175.23,25409.756,25642.876,25875.753,26106.84,26328.899,26544.264,26757.521,26968.78,27178.459,27381.51,27579.334,27775.254,27960.423,28136.672,28312.103,28484.444,28653.109,28818.814,28981.902,29143.062,29303.376,29460.469,29611.756,29761.749,29916.206,30071.402,30222.732,30371.499,30517.492,30665.647,30815.217,30962.524,31108.958,31255.245,31395.497,31531.228,31668.554,31799.876,31929.996,32061.039,32186.672,32310.191,32432.804,32549.353,32659.079,32766.011,32870.132,32969.5,33067.87,33167.33,33265.689,33360.458,33445.674,33523.83,33599.944,33672.181,,,,,,,,
Kyrgyzstan,417,7186.009,7295.034,7400.464,7503.68,7604.99,7704.608,7803.618,7901.636,7998.026,8093.242,8188.024,8282.415,8376.692,8470.758,8565.552,8661.484,8757.696,8853.444,8947.734,9040.762,9132.374,9222.104,9309.337,9394.476,9478.922,9561.878,9642.952,9722.162,9798.316,9871.978,9943.972,10013.602,10081.94,10149.495,10215.694,10279.571,10341.128,10402.164,10462.846,10522.913,10581.011,10637.329,10693.889,10749.99,10805.113,10859.504,10912.876,10965.145,11016.154,11064.298,11110.547,11157.07,11201.319,11242.317,11281.736,11319.25,11354.768,11388.71,11420.525,11451.094,11481.156,11509.649,11536.079,11560.457,11582.967,11603.78,11622.646,11639.787,11655.433,11670.47,11685.342,11698.458,11709.163,11717.926,11723.982,11727.482,11729.827,,,,,,,,
Tajikistan,762,10590.928,10786.733,10978.598,11168.39,11356.922,11545.286,11733.068,11920.473,12110.151,12302.285,12496.89,12695.585,12899.093,13104.342,13308.24,13511.368,13713.947,13915.196,14115.137,14311.605,14504.868,14694.861,14879.388,15059.869,15236.598,15408.033,15574.642,15737.68,15898.648,16056.035,16210.284,16363.916,16516.292,16668.77,16820.734,16971.008,17119.625,17263.952,17405.085,17546.495,17685.484,17819.518,17951.19,18080.273,18204.283,18325.202,18442.505,18554.429,18660.81,18761.452,18857.736,18950.392,19040.335,19125.483,19204.761,19280.113,19352.971,19422.378,19488.495,19554.747,19619.586,19680.181,19736.314,19790.756,19843.142,19891.82,19937.783,19981.934,20024.179,20060.351,20091.915,20121.09,20146.357,20167.305,20183.243,20194.582,20201.582,,,,,,,,
Turkmenistan,795,7494.498,7618.848,7736.631,7847.554,7951.288,8047.434,8135.729,8218.958,8300.253,8380.35,8459.728,8538.668,8617.559,8696.447,8775.2,8853.839,8932.232,9010.271,9087.662,9164.051,9239.269,9312.822,9384.182,9452.887,9518.554,9580.902,9639.708,9694.832,9746.246,9794.117,9838.238,9878.842,9916.329,9950.796,9982.565,10011.548,10037.97,10062.526,10085.485,10106.867,10126.786,10145.291,10162.69,10179.18,10194.578,10208.925,10222.33,10234.767,10246.069,10255.85,10263.951,10270.688,10275.948,10279.438,10281.304,10281.443,10279.686,10276.28,10271.33,10265.028,10257.384,10248.154,10237.404,10225.116,10211.394,10196.5,10180.243,10162.742,10144.064,10123.943,10102.534,10079.713,10055.627,10030.335,10003.645,9975.698,9946.598,,,,,,,,
Uzbekistan,860,36361.859,37053.428,37724.223,38376.103,39010.989,39634.351,40248.242,40850.31,41442.241,42026.363,42603.248,43175.102,43744.386,44313.636,44885.867,45461.997,46044.152,46636.743,47240.036,47851.669,48470.625,49096.063,49724.393,50351.71,50975.932,51596.11,52210.754,52819.884,53423.248,54019.133,54606.9,55185.075,55752.58,56311.624,56863.06,57405.428,57938.049,58459.743,58972.44,59477.426,59974.294,60462.545,60943.555,61418.61,61888.528,62354.718,62817.014,63277.027,63733.357,64186.364,64637.22,65085.148,65530.992,65978.434,66423.18,66858.872,67288.839,67715.604,68135.617,68550.927,68964.883,69371.028,69767.297,70156.905,70539.72,70915.056,71281.03,71634.946,71978.946,72314.458,72641.106,72955.576,73256.784,73548.8,73829.45,74095.862,74350.006,,,,,,,,
Eastern Asia,906,1656115.405,1652185.615,1648245.78,1644199.732,1639799.396,1635046.461,1629985.993,1624604.075,1618903.144,1612893.999,1606593.146,1600012.016,1593155.388,1586060.609,1578739.525,1571175.57,1563342.226,1555218.858,1546818.616,1538175.424,1529265.884,1520004.399,1510329.186,1500221.017,1489660.928,1478602.484,1467038.093,1454945.259,1442279.178,1429099.036,1415446.613,1401330.278,1386793.18,1371904.115,1356716.629,1341282.153,1325679.373,1309992.16,1294289.926,1278629.67,1263029.01,1247518.848,1232150.359,1216922.484,1201854.511,1186949.824,1172195.952,1157587.264,1143088.616,1128669.796,1114332.726,1100059.126,1085818.198,1071593.262,1057378.097,1043157.972,1028927.897,1014718.738,1000573.268,986505.436,972498.766,958595.774,944855.86,931284.512,917882.1,904657.203,891624.958,878789.347,866123.756,853609.032,841239.846,829005.876,816892.02,804890.604,792999.036,781210,769522.84,,,,,,,,
China,156,1419321.277,1416096.094,1412914.089,1409679.406,1406136.743,1402282.752,1398153.832,1393748.669,1389060.032,1384096.521,1378876.934,1373427.531,1367742.785,1361830.063,1355722.707,1349394.717,1342816.657,1335990.232,1328909.238,1321590.797,1314015.987,1306113.788,1297817.582,1289120.427,1279992.585,1270381.145,1260289.093,1249692.538,1238557.132,1226929.854,1214853.346,1202342.471,1189440.669,1176217.945,1162722.709,1149002.168,1135127.19,1121174.717,1107207.133,1093276.704,1079407.882,1065632.529,1051989.135,1038472.818,1025103.452,1011878.19,998784.319,985806.56,972905.671,960055.383,947249.417,934466.66,921677.63,908874.532,896043.789,883166.975,870252.344,857328.714,844439.197,831604.668,818815.356,806115.054,793559.254,781153.718,768899.133,756809.11,744902.836,733179.456,721612.75,710185.968,698893.771,687724.085,676660.877,665695.504,654825.389,644049.4,633368.113,,,,,,,,
"China, Hong Kong SAR",344,7414.91,7396.076,7378.602,7355.04,7324.901,7286.618,7252.647,7211.724,7172.171,7135.054,7099.984,7051.626,6993.042,6953.127,6907.32,6861.297,6816.568,6754.838,6687.105,6622.824,6564.104,6498.69,6427.938,6342.74,6255.882,6174.432,6090.619,6005.233,5916.807,5831.464,5747.06,5660.107,5569.453,5476.522,5382.09,5289.477,5199.363,5107.874,5021.442,4941.782,4857.558,4767.796,4678.692,4588.712,4498.299,4411.924,4325.089,4237.284,4149.423,4059.301,3969.85,3881.306,3793.37,3701.961,3614.331,3532.116,3448.212,3368.577,3292.626,3214.884,3133.444,3050.96,2970.656,2892.955,2819.216,2747.338,2675.403,2606.644,2543.047,2481.785,2418.042,2355.378,2296.539,2238.965,2184.778,2132.691,2080.29,,,,,,,,
"China, Macao SAR",446,720.262,722.007,723.188,724.072,724.248,725.427,726.724,727.318,727.004,726.35,725.552,723.756,721.014,717.562,713.752,710.031,706.891,703.311,699.236,695.298,691.784,688.798,685.274,680.716,676.228,672.52,668.86,664.2,658.651,652.82,647.004,641.236,635.804,631.07,626.22,619.992,614.249,608.73,602.812,596.427,589.188,583.195,576.702,568.73,560.729,552.532,544.455,536.931,529.101,520.893,512.564,504.068,495.716,487.418,479.184,471.389,463.626,455.348,446.998,438.785,430.464,422.203,414.556,407.155,399.698,392.468,385.682,379.598,373.765,367.538,361.516,355.921,350.708,345.982,341.063,335.988,331.168,,,,,,,,
"China, Taiwan Province of China",158,23213.962,23112.793,23011.292,22908.339,22803.795,22698.334,22589.95,22477.191,22360.541,22240.592,22115.327,21984.722,21849.951,21709.387,21563.592,21413.101,21257.134,21095.732,20928.646,20756.529,20580.534,20399.19,20213.916,20025.033,19831.992,19635.2,19434.6,19232.504,19028.538,18821.694,18611.286,18397.87,18183.724,17967.686,17748.709,17527.197,17302.547,17075.497,16847.109,16619.264,16391.754,16164.382,15938.48,15713.4,15488.7,15266.324,15046.436,14827.449,14609.394,14394.13,14182.106,13972.861,13767.784,13566.737,13368.75,13174.833,12986.209,12802.198,12622.876,12448.358,12277.383,12110.732,11949.335,11791.992,11637.432,11486.126,11337.897,11193.1,11052.302,10914.506,10779.232,10646.427,10516.285,10388.287,10262.241,10138.469,10016.994,,,,,,,,
Dem. People's Republic of Korea,408,26498.823,26571.037,26633.691,26686.498,26729.272,26762.017,26784.904,26797.95,26801.082,26795.075,26780.495,26757.724,26727.322,26689.925,26646.328,26596.979,26542.432,26483.48,26420.821,26354.342,26284.018,26210.203,26132.926,26052.096,25967.588,25879.257,25787.128,25691.412,25592.171,25489.485,25383.403,25274.088,25161.315,25045.442,24926.872,24805.874,24682.709,24557.407,24430.636,24302.979,24174.439,24045.013,23915.149,23785.392,23655.91,23526.598,23397.808,23269.557,23141.672,23014.12,22886.769,22759.811,22633.219,22506.532,22379.596,22252.378,22124.706,21996.518,21867.789,21738.766,21609.357,21479.323,21348.619,21217.308,21085.766,20953.948,20821.743,20689.264,20556.691,20424.48,20292.746,20161.119,20029.753,19899.159,19769.478,19640.506,19512.149,,,,,,,,
Japan,392,123753.041,123103.479,122427.731,121732.341,121024.348,120308.089,119584.121,118852.085,118114.141,117372.474,116626.751,115876.149,115125.565,114377.401,113633.614,112894.531,112158.304,111422.443,110692.358,109972.381,109259.528,108551.994,107850.581,107157.97,106474.329,105796.844,105123.167,104452.459,103778.13,103100.888,102415.685,101721.352,101018.742,100304.74,99583.491,98848.887,98103.219,97353.646,96600.09,95843.769,95085.858,94324.173,93563.62,92812.404,92067.791,91332.807,90611.771,89911.34,89235.968,88580.981,87952.002,87352.846,86780.662,86232.702,85708.776,85209.307,84729.965,84269.888,83826.897,83397.932,82980.374,82570.777,82169.887,81778.184,81393.978,81013.198,80634.393,80257.724,79879.696,79500.582,79123.885,78747.739,78369.011,77990.635,77612.885,77230.867,76845.989,,,,,,,,
Mongolia,496,3475.54,3517.1,3556.798,3595.192,3632.657,3669.207,3705.231,3740.962,3776.884,3813.628,3851.294,3889.775,3929.165,3969.717,4011.054,4053.024,4095.554,4138.388,4181.469,4224.213,4266.562,4308.78,4350.072,4389.974,4428.53,4465.792,4501.493,4535.764,4568.908,4600.789,4631.376,4660.484,4688.376,4715.619,4741.996,4767.527,4792.868,4817.601,4841.662,4865.579,4889.51,4913.694,4938.268,4962.51,4986.209,5009.634,5033.086,5056.444,5079.25,5101.964,5124.538,5146.741,5168.63,5189.727,5210.722,5231.558,5251.327,5270.338,5288.54,5306.324,5323.784,5340.8,5356.985,5372.448,5387.957,5403.238,5417.91,5431.669,5444.684,5457.048,5468.58,5479.663,5489.754,5498.609,5506.722,5513.624,5519.345,,,,,,,,
Republic of Korea,410,51717.59,51667.029,51600.388,51518.845,51423.43,51314.016,51188.584,51048.174,50891.289,50714.304,50516.809,50300.733,50066.544,49813.426,49541.158,49251.889,48948.686,48630.433,48299.744,47959.04,47603.367,47232.956,46850.899,46452.061,46033.794,45597.294,45143.133,44671.15,44178.842,43672.042,43157.452,42632.67,42095.098,41545.089,40984.543,40421.032,39857.228,39296.69,38739.045,38183.167,37632.822,37088.067,36550.312,36018.518,35493.421,34971.814,34452.987,33941.698,33438.136,32943.024,32455.482,31974.833,31501.188,31033.654,30572.95,30119.416,29671.508,29227.156,28788.346,28355.718,27928.602,27505.925,27086.569,26670.753,26258.922,25851.776,25449.094,25051.893,24660.821,24277.125,23902.073,23535.546,23179.092,22833.463,22496.48,22168.455,21848.791,,,,,,,,
Southern Asia,5501,2064056.491,2085207.717,2106270.434,2127237.645,2148104.121,2168793.276,2189258.883,2209440.536,2229247.434,2248671.785,2267662.742,2286184.435,2304291.436,2321927.092,2339038.085,2355672.129,2371842.475,2387521.139,2402646.965,2417243.191,2431360.424,2444998.837,2458194.729,2470864.607,2482974.892,2494645.796,2505837.296,2516470.617,2526649.053,2536422.09,2545712.026,2554540.5,2562953.801,2570919.64,2578381.992,2585266.88,2591631.876,2597484.584,2602868.623,2607806.189,2612246.588,2616199.754,2619612.06,2622474.03,2624846.839,2626714.702,2628060.914,2628862.748,2629122.194,2628959.413,2628328.657,2627148.226,2625497.395,2623436.701,2620898.29,2617968.761,2614706.49,2610986.478,2606878.287,2602443.176,2597732.307,2592735.781,2587344.304,2581700.676,2575854.566,2569717.306,2563368.35,2556821.345,2550059.188,2543101.669,2535938.975,2528575.408,2521024.67,2513319.708,2505454.618,2497469.605,2489357.114,,,,,,,,
Afghanistan,4,42647.492,43844.112,45047.068,46258.906,47470.575,48725.717,50039.402,51376.001,52707.848,54044.254,55359.464,56647.232,57953.661,59279.044,60597.838,61944.472,63347.87,64738.843,66060.22,67375.163,68703.959,70021.2,71384.693,72756.31,74109.734,75515.602,76885.134,78155.052,79457.286,80821.896,82196.81,83578.886,84980.652,86393.65,87773.542,89081.741,90362.736,91633.723,92931.629,94276.12,95639.081,97024.251,98338.76,99577.253,100850.614,102132.888,103416.642,104657.106,105836.162,107063.245,108265.518,109352.869,110399.88,111475.821,112514.315,113583.427,114673.795,115634.326,116516.232,117378.535,118292.973,119224.274,120043.239,120858.256,121694.041,122483.519,123304.496,124110.002,124854.162,125589.411,126306.888,126990.147,127647.762,128305.497,128964.762,129616.118,130216.739,,,,,,,,
Bangladesh,50,173562.364,175686.9,177818.044,179930.175,182014.774,184064.62,186072.406,188025.198,189904.568,191717.185,193461.166,195130.372,196740.575,198288.196,199776.948,201208.774,202589.429,203939.08,205259.486,206545.483,207801.055,209029.594,210231.19,211402.17,212537.928,213638.54,214709.096,215750.556,216751.162,217708.529,218621.844,219497.457,220331.18,221117.326,221856.046,222532.397,223149.358,223712.346,224214.83,224655.22,225032.677,225351.998,225618.88,225829.714,225982.509,226078.17,226125.805,226129.889,226087.242,225993.849,225856.197,225676.967,225447.13,225166.043,224849.219,224489.42,224081.2,223633.232,223153.949,222646.485,222104.943,221529.996,220909.879,220249.677,219555.051,218822.219,218048.097,217237.48,216389.242,215502.993,214584.17,213637.774,212673.365,211687.522,210676.53,209642.395,208596.515,,,,,,,,
Bhutan,64,791.524,796.681,802.214,807.265,811.842,816.271,820.694,825.472,830.346,834.986,839.043,843.202,847.702,851.842,855.556,858.918,862.128,865.157,868.156,871.1,873.739,876.172,878.158,879.456,880.49,881.435,882.34,883.389,883.872,883.504,883.446,883.406,882.513,881.862,881.153,879.856,878.277,876.296,874.128,872.032,869.96,867.232,863.86,860.404,856.942,853.255,849.494,845.472,840.958,836.052,830.867,825.862,821.097,816.388,811.31,805.699,799.952,794.103,788.32,782.513,776.784,771.296,765.714,759.758,753.665,747.683,741.734,735.82,730.051,724.73,719.572,714.353,709.407,704.684,700.074,695.414,690.432,,,,,,,,
India,356,1450935.791,1463865.524,1476625.576,1489164.674,1501432.74,1513423.731,1525138.845,1536540.601,1547607.124,1558324.08,1568688.353,1578694.796,1588325.359,1597537.007,1606300.649,1614639.24,1622580.039,1630119.368,1637235.357,1643915.269,1650186.612,1656067.582,1661548.391,1666628.146,1671309.726,1675619.894,1679589.259,1683220.885,1686507.891,1689465.439,1692068.272,1694328.245,1696276.842,1697919.569,1699255.337,1700265.999,1700951.714,1701283.707,1701273.211,1700949.862,1700300.211,1699297.226,1697969.498,1696316.154,1694295.58,1691921.452,1689202.539,1686157.65,1682786.825,1679105.606,1675136.968,1670860.308,1666299.927,1661484.93,1656416.56,1651101.286,1645548.76,1639778.18,1633817.741,1627669.471,1621344.018,1614843.929,1608173.606,1601390.982,1594493.061,1587459.178,1580305.096,1573053.552,1565745.949,1558360.38,1550887.932,1543363.232,1535804.564,1528221.481,1520590.14,1512932.636,1505251.76,,,,,,,,
Iran (Islamic Republic of),364,91567.738,92417.681,93168.497,93838.646,94440.024,94985.098,95486.666,95960.728,96415.461,96850.652,97271.049,97679.252,98075.326,98458.806,98828.32,99182.803,99524.277,99853.718,100167.076,100462.092,100737.592,100990.613,101219.688,101424.012,101601.929,101748.542,101861.994,101942.323,101987.298,101996.363,101966.932,101897.116,101787.16,101639.333,101455.669,101232.338,100970.579,100674.593,100343.932,99981.548,99588.133,99165.442,98718.19,98249.29,97756.932,97241.437,96707.311,96157.564,95594.692,95018.419,94432.637,93840.626,93243.269,92642.999,92041.434,91441.397,90843.859,90250.516,89664.117,89085.579,88513.988,87949.724,87393.169,86845.19,86306.231,85774.132,85248.59,84728.152,84211.456,83697.024,83183.018,82667.544,82148.757,81627.538,81105.634,80579.652,80045.291,,,,,,,,
Maldives,462,527.799,529.676,531.517,533.431,535.494,537.57,539.667,541.921,544.282,546.718,549.155,551.594,554.087,556.633,559.229,561.954,564.798,567.604,570.378,573.136,575.81,578.453,581.022,583.392,585.72,587.98,589.962,591.628,593.069,594.254,595.156,595.918,596.505,596.762,596.668,596.256,595.687,594.866,593.632,592.105,590.352,588.44,586.291,583.83,581.133,578.258,575.17,571.855,568.386,564.734,560.93,557.014,552.949,548.725,544.305,539.821,535.373,530.912,526.534,522.259,518.026,513.876,509.822,505.942,502.231,498.775,495.579,492.626,489.912,487.378,485.114,483.07,481.165,479.394,477.803,476.349,474.919,,,,,,,,
Nepal,524,29651.054,29618.118,29629.41,29727.162,29947.584,30232.112,30509.995,30780.917,31045.414,31304.031,31555.066,31798.005,32033.717,32262.283,32484.802,32700.692,32909.537,33112.258,33309.059,33499.438,33683.328,33861.06,34032.994,34197.258,34352.08,34500.202,34642.027,34777.003,34903.233,35020.484,35129.988,35231.724,35326.897,35413.852,35492.617,35562.826,35623.033,35674.128,35717.451,35751.388,35775.847,35792.139,35799.774,35799.867,35792.416,35776.992,35752.366,35717.992,35676.658,35627.724,35569.137,35502.912,35429.039,35347.23,35257.624,35159.312,35053.476,34941.467,34822.895,34697.086,34563.646,34422.253,34275.648,34125.358,33969.327,33807.734,33642.041,33472.744,33299.503,33123.433,32944.447,32763.523,32581.245,32396.05,32209.128,32021.277,31831.433,,,,,,,,
Pakistan,586,251269.164,255219.555,259299.792,263515.826,267881.916,272337.52,276883.255,281528.067,286241.139,291012.262,295820.151,300643.508,305491.493,310353.289,315227.7,320105.878,324937.696,329746.464,334551.87,339334.851,344095.461,348837.726,353552.856,358207.154,362796.531,367344.424,371863.793,376335.025,380753.019,385126.73,389454.64,393743.58,398004.627,402212.383,406351.52,410424.432,414441.12,418409.459,422330.983,426180.154,429947.919,433661.586,437318.613,440914.452,444444.561,447902.352,451260.265,454515.292,457684.502,460769.882,463768.819,466698.208,469545.325,472273.413,474863.102,477333.764,479745.112,482090.659,484348.992,486517.091,488571.714,490535.613,492432.98,494230.514,495952.18,497603.517,499173.314,500693.222,502152.505,503542.93,504868.764,506112.461,507252.577,508289.973,509242.528,510137.621,511000.618,,,,,,,,
Sri Lanka,144,23103.565,23229.47,23348.315,23461.56,23569.175,23670.637,23767.952,23861.63,23951.251,24037.619,24119.294,24196.474,24269.517,24339.994,24407.043,24469.399,24526.699,24578.647,24625.365,24666.658,24702.869,24736.435,24765.737,24786.708,24800.753,24809.176,24813.69,24814.757,24812.222,24804.892,24794.938,24784.167,24767.425,24744.905,24719.441,24691.035,24659.372,24625.465,24588.826,24547.759,24502.408,24451.44,24398.193,24343.068,24286.152,24229.898,24171.323,24109.927,24046.768,23979.902,23907.583,23833.459,23758.779,23681.151,23600.423,23514.635,23424.963,23333.082,23239.507,23144.157,23046.217,22944.819,22840.247,22734.997,22628.781,22520.55,22409.403,22297.748,22186.408,22073.39,21959.07,21843.305,21725.828,21607.571,21488.019,21368.143,21249.406,,,,,,,,
South-Eastern Asia,920,695149.428,700031.699,704755.916,709338.159,713792.229,718102.501,722286.256,726356.884,730304.792,734130.805,737835.708,741414.661,744851.24,748151.275,751312.797,754308.444,757124.884,759764.08,762228.881,764505.643,766572.824,768432.184,770083.319,771518.483,772744.588,773759.292,774570.268,775177.643,775581.594,775810.984,775864.907,775744.243,775474.976,775069.906,774534.803,773874.698,773096.441,772209.818,771219.846,770140.313,768982.869,767730.587,766389.635,764972.038,763473.509,761900.514,760244.83,758513.624,756700.887,754785.454,752782.657,750699.631,748546.934,746304.784,743962.905,741543.592,739046.056,736482.85,733854.124,731158.242,728406.408,725600.609,722738.358,719823.258,716874.59,713889.359,710859.226,707797.359,704709.828,701596.906,698462.276,695309.476,692130.012,688933.29,685726.772,682506.839,679274.025,,,,,,,,
